OBJECTID,RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT
189,189,4015221,8104651,7,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
190,190,4015221,8104651,8,2018,Black,M,31-40,Attempt to Commit Robbery,Violent,,M6,Incarceration,120,0,120,0,100,0,0,0
191,191,4015221,8104651,9,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
192,192,4015221,8104651,10,2018,Black,M,31-40,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
193,193,4015221,8104651,11,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
194,194,4015221,8104651,13,2018,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M8,Incarceration,36,0,36,0,100,0,0,0
195,195,4015221,8104651,14,2018,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
196,196,8100477,2540727,1,2018,Black,M,18-21,Conspiracy,Other,,M9,Short Split,12,12,1,24,100,0,0,0
197,197,8100477,2540727,2,2018,Black,M,18-21,Robbery,Violent,,M6,Short Split,24,24,1,24,100,0,500,0
198,198,4639843,601281,1,2018,Black,M,22-30,Burglary One,Property,,M5,Short Split,60,60,1,1,100,0,0,0
199,199,5147344,520665,1,2018,Black,M,61-70,Assault With A Dangerous Weapon,Violent,,M8,Probation,24,24,0,60,100,0,0,0
200,200,3551515,3244103,2,2018,Black,M,31-40,Felony Murder,Homicide,Murder I,M1,Incarceration,420,0,420,0,100,0,0,0
201,201,3551515,3244103,3,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
202,202,3551515,3244103,4,2018,Black,M,31-40,Burglary One,Property,,M3,Incarceration,120,0,120,0,100,0,0,0
203,203,3551515,3244103,5,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
204,204,3551515,3244103,6,2018,Black,M,31-40,Felony Murder,Homicide,Murder I,M1,Incarceration,420,0,420,0,100,0,0,0
205,205,3551515,3244103,7,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
206,206,3551515,3244103,8,2018,Black,M,31-40,Attempt to Commit Robbery,Violent,,M6,Incarceration,120,0,120,0,100,0,0,0
207,207,3551515,3244103,9,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
208,208,3551515,3244103,10,2018,Black,M,31-40,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
209,209,3551515,3244103,11,2018,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,120,0,120,0,100,0,0,0
210,210,3551515,3244103,13,2018,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
211,211,3385190,4342341,2,2018,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,18,18,1,12,100,,,
212,212,3686302,3763698,8,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
213,213,9186602,6738527,1,2018,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,6,6,12,100,0,0,0
214,214,1494719,1270693,3,2018,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,1,0,1,0,100,0,0,0
215,215,5302051,3968049,1,2018,Black,M,22-30,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
216,216,9644146,2770746,1,2018,Hispanic,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,1,0,1,0,100,0,0,0
217,217,1804915,339040,1,2018,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,12,100,,,
218,218,1898555,4884382,2,2018,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,12,100,0,0,0
219,219,6600397,5829087,1,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
220,220,6101145,3049383,1,2018,White,M,31-40,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,0,0,0
221,221,6101145,3049383,2,2018,White,M,31-40,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,0,0,0
222,222,8363519,1982111,1,2018,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Incarceration,22,0,22,0,100,0,0,0
223,223,8363519,1982111,3,2018,Black,M,18-21,Destruction of Property $1000 or More,Property,,M8,Incarceration,22,0,22,0,100,0,3000,0
224,224,3867131,5397008,2,2018,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
225,225,3867131,5397008,9,2018,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
226,226,5604059,4612270,1,2018,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,14,14,1,12,100,0,0,0
227,227,557721,2605934,6,2018,Black,M,15-17,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0
228,228,2183773,1576324,1,2018,Black,M,31-40,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Incarceration,14,0,14,0,100,0,0,0
229,229,9696973,4085303,1,2018,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,16,16,0,14,100,0,0,0
230,230,8518874,3934205,1,2018,Black,M,18-21,Kidnapping,Violent,,M3,Indeterminate,,,,,0,0,0,0
231,231,8518874,3934205,2,2018,Black,M,18-21,Kidnapping,Violent,,M3,Indeterminate,,,,,0,0,0,0
232,232,8518874,3934205,3,2018,Black,M,18-21,Kidnapping,Violent,,M3,Indeterminate,,,,,0,0,0,0
233,233,8518874,3934205,4,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
234,234,8518874,3934205,5,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
235,235,8518874,3934205,6,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
236,236,8518874,3934205,8,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
237,237,8518874,3934205,9,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
238,238,8518874,3934205,10,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
239,239,8518874,3934205,11,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
240,240,8518874,3934205,12,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
241,241,8518874,3934205,13,2018,Black,M,18-21,Murder 1 Premeditated,Homicide,Murder I,M1,Indeterminate/Incarceration,,,,,0,0,0,0
242,242,16418,3418962,3,2018,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M4,Incarceration,120,0,120,0,100,0,0,0
243,243,16418,3418962,4,2018,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
244,244,16418,3418962,5,2018,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
245,245,16418,3418962,6,2018,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
246,246,16418,3418962,7,2018,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
247,247,16418,3418962,10,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
248,248,16418,3418962,11,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
249,249,16418,3418962,12,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
250,250,16418,3418962,13,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
251,251,16418,3418962,14,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
252,252,16418,3418962,17,2018,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,60,0,60,0,100,0,0,0
253,253,16418,3418962,21,2018,Black,M,18-21,Destruction of Property $1000 or More,Property,,M8,Incarceration,12,0,12,0,100,0,0,0
254,254,7915487,2157926,3,2018,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M4,Incarceration,132,0,132,0,100,0,0,0
255,255,7915487,2157926,4,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,66,0,66,0,100,0,0,0
256,256,7915487,2157926,5,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0
257,257,7915487,2157926,6,2018,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M6,Incarceration,66,0,66,0,100,0,0,0
258,258,7915487,2157926,7,2018,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0
259,259,7915487,2157926,10,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
260,260,7915487,2157926,11,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
261,261,7915487,2157926,12,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
262,262,7915487,2157926,13,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
263,263,7915487,2157926,14,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
264,264,7915487,2157926,21,2018,Black,M,22-30,Destruction of Property $1000 or More,Property,,M8,Incarceration,12,0,12,0,100,0,0,0
265,265,70119,8998026,12,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Long Split,48,24,24,12,100,0,0,0
266,266,70119,8998026,13,2018,Black,M,22-30,Contempt - Felony,Other,,M9,Short Split,12,9,3,0,100,0,0,0
267,267,9972993,1405787,1,2018,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
268,268,7602427,44894,1,2018,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,198,0,198,0,100,0,0,0
269,269,7602427,44894,2,2018,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,198,0,198,0,100,0,0,0
270,270,4580568,7363484,1,2018,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,138,0,138,0,100,0,0,0
271,271,4580568,7363484,7,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
272,272,4580568,7363484,10,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
273,273,34746,2694203,3,2018,Black,M,18-21,Robbery,Violent,,M6,Long Split,36,24,12,18,100,0,500,0
274,274,8801435,4278378,1,2018,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,12,0,12,0,100,0,0,0
275,275,8801435,4278378,7,2018,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
276,276,1788441,8124244,1,2018,Black,M,41-50,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
277,277,5370058,2656045,1,2018,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,0,0,0
278,278,8735708,1597720,3,2018,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,0,0,0
279,279,808334,6318470,1,2018,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,12,100,0,0,0
280,280,9676235,7863475,2,2018,Black,M,61-70,Felony Murder,Homicide,Murder I,M1,Incarceration,420,0,420,0,100,0,0,0
281,281,9676235,7863475,4,2018,Black,M,61-70,Burglary One,Property,,M3,Incarceration,120,0,120,0,100,0,0,0
282,282,9676235,7863475,6,2018,Black,M,61-70,Felony Murder,Homicide,Murder I,M1,Incarceration,420,0,420,0,100,0,0,0
283,283,9676235,7863475,8,2018,Black,M,61-70,Attempt to Commit Robbery,Violent,,M6,Incarceration,120,0,120,0,100,0,0,0
284,284,9676235,7863475,10,2018,Black,M,61-70,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
285,285,9676235,7863475,12,2018,Black,M,61-70,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
286,286,3470665,8812726,3,2018,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
287,287,7034831,9306596,4,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,18,6,12,6,100,0,0,0
288,288,9906209,5132210,1,2018,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,16,16,0,12,100,0,0,0
289,289,6391972,5399938,1,2018,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,324,0,324,0,100,0,0,0
290,290,6391972,5399938,2,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
291,291,6391972,5399938,4,2018,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,324,0,324,0,100,0,0,0
292,292,6391972,5399938,5,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
293,293,6391972,5399938,6,2018,Black,M,22-30,Assault W/I to Kill,Violent,,M3,Incarceration,120,0,120,0,100,0,270,0
294,294,6391972,5399938,7,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
295,295,6297736,8872427,2,2018,Black,M,22-30,Unlawful Possession of a Firearm (Intrafamily Offense),Weapon,,M8,Probation,14,14,0,12,100,0,0,0
296,296,1398479,4872079,1,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,42,0,42,0,100,0,0,0
297,297,1546805,3092405,1,2018,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,90,0,90,0,100,0,0,0
298,298,5350432,9942255,1,2018,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D4,Probation,14,14,0,12,100,0,0,0
299,299,5067300,7348681,1,2018,Black,M,51-60,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,78,0,78,0,100,0,0,0
300,300,3005065,851731,1,2018,Black,M,18-21,Fourth Degree Sex Abuse- Others,Sex,,M8,Probation,24,24,0,24,100,0,0,0
301,301,2711736,1494369,1,2018,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,6,0,6,0,100,0,0,0
302,302,3711842,2372665,1,2018,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
303,303,2026790,5115807,9,2018,Black,M,22-30,Obstruction Justice (Due Administration),Other,,M5,Incarceration,60,0,60,0,100,0,0,0
304,304,3502426,5067782,1,2018,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,18,0,18,0,100,0,0,0
305,305,9778650,3701024,1,2018,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,174,0,174,0,100,0,0,0
306,306,9778650,3701024,3,2018,Black,M,22-30,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
307,307,2414276,4780361,1,2018,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Probation,14,14,0,12,100,0,0,0
308,308,4544480,4358788,6,2018,White,M,31-40,Tampering With Physical Evidence,Other,,M9,Probation,6,6,0,12,100,0,0,0
309,309,7011478,7909915,1,2018,Black,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,60,0,60,0,100,0,0,0
310,310,7011478,7909915,2,2018,Black,M,18-21,Robbery,Violent,,M8,Incarceration,12,0,12,0,100,0,0,0
311,311,3108359,8458155,1,2018,Black,M,18-21,Burglary Two,Property,,M7,Short Split,24,18,6,18,100,0,0,0
312,312,8956701,7063695,1,2018,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,11,3,12,100,0,0,0
313,313,1485469,7903833,1,2018,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,108,0,108,0,100,0,0,0
314,314,8553967,9486208,1,2018,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,14,4,12,100,0,0,0
315,315,7082530,1475308,1,2018,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Probation,18,18,0,18,100,0,0,0
316,316,2670876,9724076,1,2018,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,12,100,0,0,0
317,317,5938670,9766588,2,2018,Black,M,31-40,Flee Law Enforcement Officer,Other,,M8,Short Split,18,18,1,12,100,0,0,0
318,318,6325600,2115629,1,2018,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M4,Incarceration,100,0,100,0,100,0,0,0
319,319,6325600,2115629,2,2018,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
320,320,6325600,2115629,3,2018,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
321,321,6325600,2115629,4,2018,Black,M,31-40,Obstruction Justice (Injury/Property Damage-Giving Information),Other,,M5,Incarceration,60,0,60,0,100,0,0,0
322,322,6325600,2115629,7,2018,Black,M,31-40,Obstructing Justice - (Harassment-Reporting),Other,,M5,Incarceration,60,0,60,0,100,0,0,0
323,323,3979848,8458155,1,2018,Black,M,18-21,Burglary Two,Property,,M8,Short Split,12,6,6,18,100,0,0,0
324,324,3979848,8458155,2,2018,Black,M,18-21,Prisoner Escape,Other,,M9,Incarceration,6,0,6,0,100,0,0,0
325,325,8950210,9992470,1,2018,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
326,326,5685896,2736401,4,2018,Black,M,22-30,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
327,327,3193473,3782207,2,2018,White,M,41-50,Receiving Stolen Property $1000 or More,Property,,M9,Probation,12,12,0,12,5000,0,0,0
328,328,8674642,4667706,7,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
329,329,3487268,3029109,1,2018,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,16,11,5,12,100,0,0,0
330,330,1867995,6102075,2,2018,Black,M,22-30,Assault W/I to Kill,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
331,331,1129621,7862740,2,2018,Black,M,22-30,Unlawful Possession of Contraband Into Penal Institution,Other,,M8,Incarceration,32,0,32,0,100,0,0,0
332,332,6219529,2620979,1,2018,Black,M,41-50,Murder I,Homicide,Murder I,M1,Incarceration,540,0,540,0,100,0,0,0
333,333,6219529,2620979,2,2018,Black,M,41-50,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,90,0,90,0,100,0,0,0
334,334,6219529,2620979,3,2018,Black,M,41-50,Murder I,Homicide,Murder I,M1,Incarceration,540,0,540,0,100,0,0,0
335,335,6219529,2620979,4,2018,Black,M,41-50,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,90,0,90,0,100,0,0,0
336,336,6219529,2620979,5,2018,Black,M,41-50,Burglary One,Property,,M3,Incarceration,180,0,180,0,100,0,0,0
337,337,6219529,2620979,6,2018,Black,M,41-50,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,90,0,90,0,100,0,0,0
338,338,7699758,1561497,1,2018,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Probation,24,24,0,18,100,0,0,0
339,339,7699758,1561497,3,2018,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,24,24,0,18,100,0,0,0
340,340,4534982,7216443,1,2018,Black,M,18-21,Theft First Degree,Property,,M8,Short Split,12,12,1,12,100,,,
341,341,5291855,225705,2,2018,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,12,12,0,12,100,0,0,0
342,342,416479,7696743,1,2018,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,6,6,1,12,100,0,0,0
343,343,7943631,1156320,1,2018,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
344,344,7568313,3670739,1,2018,White,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,288,0,288,0,100,0,0,0
345,345,4093428,4727106,1,2018,White,M,18-21,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,12,0,12,0,100,0,0,0
346,346,7969811,4727106,1,2018,White,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
347,347,6765316,1799593,1,2018,Black,M,22-30,Robbery,Violent,,M6,Short Split,18,12,6,24,100,0,100,0
348,348,9263082,9186005,1,2018,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,0,0,0
349,349,4749334,2610529,2,2018,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,5,5,0,6,100,0,0,0
350,350,475282,9766389,4,2018,Black,M,18-21,Robbery,Violent,,M6,Probation,36,36,0,18,100,0,0,0
351,351,5744165,9038925,1,2018,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,6,6,0,12,100,0,0,0
352,352,3253804,7856044,7,2018,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,0,0,0
353,353,1159359,6076464,3,2018,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,42,0,42,0,100,0,0,0
354,354,1159359,6076464,4,2018,Black,M,22-30,Destruction of Property $1000 or More,Property,,M8,Incarceration,42,0,42,0,100,0,0,0
355,355,1159359,6076464,5,2018,Black,M,22-30,Destruction of Property $1000 or More,Property,,M8,Incarceration,42,0,42,0,100,0,0,0
356,356,1159359,6076464,8,2018,Black,M,22-30,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,24,0,24,0,100,0,0,0
357,357,3971063,9521704,1,2018,White,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,8,8,0,24,100,0,0,0
358,358,3893140,5902431,7,2018,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0
359,359,3893140,5902431,8,2018,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,108,0,108,0,100,0,0,0
360,360,3893140,5902431,9,2018,Black,M,22-30,Destruction of Property $1000 or More,Property,,M8,Incarceration,22,0,22,0,100,0,0,0
361,361,3893140,5902431,10,2018,Black,M,22-30,Unlawful Possession of a Firearm ( Prior Crime of Violence),Weapon,,M6,Incarceration,42,0,42,0,100,0,0,0
362,362,6937072,7870555,1,2018,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Probation,16,16,0,12,100,0,0,0
363,363,5878799,6353233,1,2018,Black,M,18-21,Murder II,Homicide,Murder II,M2,Incarceration,216,0,216,0,100,0,0,0
364,364,5878799,6353233,2,2018,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
